timestamp,open,high,low,close,volume
2020-01-02 09:00:00+00:00,5.9003,5.9481,5.9003,5.9389,60000
2020-01-02 10:00:00+00:00,5.9389,5.9486,5.9372,5.9449,29920
2020-01-02 11:00:00+00:00,5.9486,5.9501,5.9436,5.9436,37800
2020-01-02 12:00:00+00:00,5.9329,5.9481,5.9242,5.9464,614480
2020-01-02 13:00:00+00:00,5.9456,5.9625,5.9247,5.9556,1660520
2020-01-02 14:00:00+00:00,5.9549,5.9576,5.8963,5.9489,36696520
2020-01-02 15:00:00+00:00,5.9489,5.9499,5.9055,5.9192,33354840
2020-01-02 16:00:00+00:00,5.919,5.9297,5.8921,5.9277,22381760
2020-01-02 17:00:00+00:00,5.9272,5.9551,5.918,5.9498,16044000
2020-01-02 18:00:00+00:00,5.9499,5.9581,5.9357,5.9568,12597400
2020-01-02 19:00:00+00:00,5.9571,5.9708,5.9562,5.9607,18667800
2020-01-02 20:00:00+00:00,5.9613,5.9715,5.9527,5.9703,25113240
2020-01-02 21:00:00+00:00,5.9715,5.9765,5.9625,5.9757,12620840
2020-01-02 22:00:00+00:00,5.974,5.9765,5.9715,5.9757,215200
2020-01-02 23:00:00+00:00,5.9737,5.976,5.9737,5.9745,227000
2020-01-03 00:00:00+00:00,5.9742,5.9837,5.9737,5.975,181360
2020-01-03 09:00:00+00:00,5.8866,5.8884,5.7995,5.8247,135040
2020-01-03 10:00:00+00:00,5.8438,5.8481,5.7786,5.7786,103880
2020-01-03 11:00:00+00:00,5.7856,5.8095,5.7801,5.8015,325600
2020-01-03 12:00:00+00:00,5.802,5.8627,5.7998,5.8505,859280
2020-01-03 13:00:00+00:00,5.8169,5.909,5.8045,5.8667,1707600
2020-01-03 14:00:00+00:00,5.8672,5.9115,5.8269,5.8898,36492240
2020-01-03 15:00:00+00:00,5.8874,5.8953,5.8617,5.8739,22942720
2020-01-03 16:00:00+00:00,5.8749,5.8928,5.8617,5.8904,15332640
2020-01-03 17:00:00+00:00,5.8899,5.9197,5.8899,5.9104,16410520
2020-01-03 18:00:00+00:00,5.9111,5.9147,5.8767,5.8963,11699680
2020-01-03 19:00:00+00:00,5.8958,5.8993,5.8724,5.8886,11674560
2020-01-03 20:00:00+00:00,5.8886,5.9013,5.8752,5.8752,25299800
2020-01-03 21:00:00+00:00,5.8759,5.8789,5.8709,5.8709,13941520
2020-01-03 22:00:00+00:00,5.8712,5.8777,5.8712,5.8729,81560
2020-01-03 23:00:00+00:00,5.8742,5.8802,5.8742,5.8762,101960
2020-01-04 00:00:00+00:00,5.8759,5.8792,5.863,5.8759,210280
2020-01-06 09:00:00+00:00,5.7995,5.7995,5.744,5.7746,173520
2020-01-06 10:00:00+00:00,5.7806,5.7823,5.7741,5.7741,63600
2020-01-06 11:00:00+00:00,5.7731,5.7818,5.7721,5.7818,58600
2020-01-06 12:00:00+00:00,5.7925,5.8182,5.7672,5.806,488680
2020-01-06 13:00:00+00:00,5.7853,5.812,5.7766,5.7809,986160
2020-01-06 14:00:00+00:00,5.7871,5.8426,5.7574,5.8349,48355600
2020-01-06 15:00:00+00:00,5.8354,5.9058,5.8249,5.8919,38785440
2020-01-06 16:00:00+00:00,5.8924,5.8982,5.8739,5.8854,20744880
2020-01-06 17:00:00+00:00,5.8854,5.8854,5.858,5.8617,15797480
2020-01-06 18:00:00+00:00,5.8612,5.8851,5.8585,5.8737,16178320
2020-01-06 19:00:00+00:00,5.8734,5.8916,5.8682,5.8874,11770960
2020-01-06 20:00:00+00:00,5.8879,5.9023,5.8824,5.8998,23562080
2020-01-06 21:00:00+00:00,5.9006,5.9053,5.8854,5.9013,25110560
2020-01-06 22:00:00+00:00,5.9018,5.9065,5.9003,5.9003,6720560
2020-01-06 23:00:00+00:00,5.9001,5.9001,5.8978,5.8981,115840
2020-01-07 00:00:00+00:00,5.8968,5.909,5.8968,5.909,131120
2020-01-07 09:00:00+00:00,5.9289,5.9379,5.9289,5.9317,16000
2020-01-07 10:00:00+00:00,5.9267,5.9267,5.9267,5.9267,6720
2020-01-07 11:00:00+00:00,5.9297,5.9399,5.926,5.926,13440
2020-01-07 12:00:00+00:00,5.9299,5.9518,5.924,5.9454,318320
2020-01-07 13:00:00+00:00,5.9397,5.9531,5.909,5.9192,939280
2020-01-07 14:00:00+00:00,5.9207,5.9648,5.8839,5.9461,43703600
2020-01-07 15:00:00+00:00,5.9489,6.0121,5.9329,6.0068,53851440
2020-01-07 16:00:00+00:00,6.006,6.0178,5.9847,5.9912,37175600
2020-01-07 17:00:00+00:00,5.9912,6.0091,5.9807,6.0072,22557240
2020-01-07 18:00:00+00:00,6.0066,6.0173,5.9742,5.9862,24915520
2020-01-07 19:00:00+00:00,5.9862,5.9862,5.9611,5.9784,17628840
2020-01-07 20:00:00+00:00,5.9782,5.9894,5.9598,5.9723,34544200
2020-01-07 21:00:00+00:00,5.972,5.972,5.9451,5.9576,19784480
2020-01-07 22:00:00+00:00,5.972,5.972,5.9538,5.9601,81840
2020-01-07 23:00:00+00:00,5.9543,5.9578,5.8493,5.863,1097760
2020-01-08 00:00:00+00:00,5.8617,5.8617,5.738,5.7622,2124120
2020-01-08 09:00:00+00:00,5.9073,5.9339,5.9073,5.9212,92920
2020-01-08 10:00:00+00:00,5.9247,5.9705,5.9242,5.9705,41560
2020-01-08 11:00:00+00:00,5.9737,5.9737,5.9424,5.9596,121560
2020-01-08 12:00:00+00:00,5.9561,5.9713,5.924,5.9613,893000
2020-01-08 13:00:00+00:00,5.9426,5.9907,5.9377,5.9563,2052360
2020-01-08 14:00:00+00:00,5.9578,5.9929,5.9309,5.969,45002560
2020-01-08 15:00:00+00:00,5.9676,5.9818,5.9277,5.9406,34035080
2020-01-08 16:00:00+00:00,5.9426,6.0128,5.9302,5.9929,31247720
2020-01-08 17:00:00+00:00,5.9929,6.0093,5.99,6.0021,15404520
2020-01-08 18:00:00+00:00,6.0027,6.0126,5.9914,5.9964,12682440
2020-01-08 19:00:00+00:00,5.9984,6.0148,5.9949,6.0023,17491320
2020-01-08 20:00:00+00:00,6.0021,6.0245,5.972,5.9859,44130920
2020-01-08 21:00:00+00:00,5.9832,5.9897,5.9772,5.9889,21539400
2020-01-08 22:00:00+00:00,5.9862,5.9892,5.9862,5.9892,32000
2020-01-08 23:00:00+00:00,5.9897,6.0036,5.9864,5.9864,154640
2020-01-09 00:00:00+00:00,5.9937,5.9986,5.9937,5.9986,19280
2020-01-09 09:00:00+00:00,6.036,6.0484,6.036,6.0479,39200
2020-01-09 10:00:00+00:00,6.0479,6.0487,6.041,6.0434,75720
2020-01-09 11:00:00+00:00,6.0422,6.0489,6.0422,6.0489,75080
2020-01-09 12:00:00+00:00,6.0462,6.0668,6.0362,6.0559,925800
2020-01-09 13:00:00+00:00,6.0534,6.0708,6.036,6.0609,1638040
2020-01-09 14:00:00+00:00,6.0688,6.1213,6.0434,6.1017,46637240
2020-01-09 15:00:00+00:00,6.1007,6.1064,6.0756,6.086,33587520
2020-01-09 16:00:00+00:00,6.0865,6.0952,6.0579,6.0691,22530120
2020-01-09 17:00:00+00:00,6.0691,6.0733,5.995,6.0324,26794840
2020-01-09 18:00:00+00:00,6.0328,6.0459,6.0176,6.0417,12551920
2020-01-09 19:00:00+00:00,6.0405,6.0629,6.0355,6.0559,15302160
2020-01-09 20:00:00+00:00,6.0551,6.0591,6.0335,6.0489,24474840
2020-01-09 21:00:00+00:00,6.0489,6.0504,6.0434,6.0504,18730760
2020-01-09 22:00:00+00:00,6.0509,6.0544,6.0484,6.0544,90320
2020-01-09 23:00:00+00:00,6.0534,6.0621,6.0534,6.0609,177200
2020-01-10 00:00:00+00:00,6.0584,6.0661,6.0534,6.0661,86520
2020-01-10 09:00:00+00:00,6.095,6.1094,6.0858,6.1094,32200
2020-01-10 10:00:00+00:00,6.0915,6.1092,6.0915,6.1077,67880
2020-01-10 11:00:00+00:00,6.1052,6.1848,6.1052,6.1667,198280
